student_id,name,learning_style,subjects_needed,subjects_strong,availability,semester,gpa
S161,Student_161,Read-Write,Java,Data Structures,Fri_Evening|Sat_Morning|Wed_Morning,8,2.34
S162,Student_162,Read-Write,Statistics|Web Development,Calculus|Operating Systems,Fri_Evening|Mon_Evening|Thu_Afternoon|Tue_Morning,7,2.77
S163,Student_163,Kinesthetic,Data Structures,,Fri_Evening|Sat_Morning|Tue_Evening|Tue_Morning,1,3.76
S164,Student_164,Auditory,Java|Machine Learning|Statistics,Computer Networks,Fri_Afternoon|Mon_Morning|Sat_Afternoon|Sat_Evening|Tue_Evening|Wed_Evening|Wed_Morning,7,2.46
S165,Student_165,Auditory,Computer Networks|Operating Systems,Machine Learning|Calculus,Mon_Evening|Sat_Morning|Thu_Morning|Tue_Afternoon|Wed_Afternoon,7,2.52
S166,Student_166,Visual,Data Structures,Statistics|Web Development,Fri_Afternoon|Mon_Afternoon|Mon_Evening|Thu_Afternoon|Tue_Evening|Wed_Morning,7,3.3
S167,Student_167,Read-Write,Database Systems|Java,Computer Networks,Fri_Afternoon|Fri_Evening|Fri_Morning|Mon_Evening|Sat_Evening|Wed_Afternoon|Wed_Evening|Wed_Morning,6,3.12
S168,Student_168,Kinesthetic,Database Systems|Statistics,Computer Networks|Python,Fri_Morning|Mon_Afternoon|Mon_Evening|Sat_Morning|Thu_Evening|Tue_Afternoon|Tue_Morning|Wed_Afternoon,4,3.02
S169,Student_169,Kinesthetic,Java|Data Structures,,Mon_Afternoon|Mon_Evening|Mon_Morning|Thu_Evening|Thu_Morning|Tue_Afternoon|Wed_Afternoon|Wed_Morning,5,2.44
S170,Student_170,Kinesthetic,Statistics,,Fri_Afternoon|Fri_Morning|Mon_Afternoon|Mon_Evening|Sat_Afternoon|Thu_Morning,8,2.88
S171,Student_171,Visual,Java,Calculus,Mon_Evening|Mon_Morning|Sat_Afternoon|Sat_Evening|Thu_Afternoon|Thu_Morning|Wed_Afternoon,6,2.48
S172,Student_172,Read-Write,Web Development,,Fri_Morning|Sat_Afternoon|Thu_Evening|Thu_Morning|Tue_Morning|Wed_Evening,1,3.47
S173,Student_173,Read-Write,Machine Learning,Operating Systems|Computer Networks,Fri_Evening|Sat_Afternoon|Sat_Morning|Wed_Afternoon|Wed_Morning,1,2.52
S174,Student_174,Read-Write,Java|Machine Learning,Web Development|Operating Systems,Fri_Evening|Sat_Afternoon|Sat_Morning|Tue_Morning|Wed_Evening,5,3.39
S175,Student_175,Read-Write,Statistics|Python,,Fri_Evening|Mon_Afternoon|Mon_Morning|Sat_Evening|Sat_Morning|Tue_Afternoon,7,3.27
S176,Student_176,Read-Write,Calculus,Python,Mon_Afternoon|Mon_Morning|Sat_Evening|Tue_Afternoon|Tue_Morning|Wed_Evening|Wed_Morning,6,2.15
S177,Student_177,Auditory,Python,Operating Systems,Fri_Morning|Thu_Evening|Tue_Evening|Tue_Morning|Wed_Afternoon|Wed_Evening|Wed_Morning,4,3.75
S178,Student_178,Auditory,Calculus,,Fri_Evening|Fri_Morning|Mon_Afternoon|Thu_Afternoon|Thu_Evening|Tue_Afternoon|Tue_Morning,8,3.23
S179,Student_179,Read-Write,Data Structures|Python|Operating Systems,Calculus|Database Systems,Fri_Morning|Sat_Afternoon|Tue_Evening|Tue_Morning|Wed_Evening|Wed_Morning,3,2.11
S180,Student_180,Read-Write,Python|Java,,Fri_Evening|Thu_Evening|Tue_Evening|Tue_Morning|Wed_Afternoon|Wed_Evening,6,3.38
S181,Student_181,Read-Write,Calculus,Machine Learning,Sat_Evening|Tue_Afternoon|Tue_Evening|Tue_Morning|Wed_Evening,8,3.92
S182,Student_182,Auditory,Operating Systems|Web Development,Java,Fri_Morning|Mon_Evening|Sat_Evening|Thu_Evening|Tue_Afternoon|Wed_Afternoon,3,3.96
S183,Student_183,Kinesthetic,Calculus|Machine Learning|Database Systems,,Fri_Morning|Mon_Morning|Sat_Afternoon|Tue_Afternoon|Wed_Afternoon|Wed_Morning,3,2.84
S184,Student_184,Read-Write,Java,Operating Systems|Python,Fri_Morning|Mon_Afternoon|Sat_Afternoon|Sat_Evening|Thu_Evening,3,2.12
S185,Student_185,Read-Write,Python|Machine Learning,Computer Networks,Mon_Morning|Sat_Evening|Thu_Evening|Wed_Evening|Wed_Morning,2,2.7
S186,Student_186,Read-Write,Statistics|Calculus|Web Development,Database Systems,Fri_Evening|Mon_Afternoon|Sat_Afternoon|Sat_Evening|Sat_Morning|Thu_Morning|Tue_Afternoon|Wed_Morning,8,3.26
S187,Student_187,Kinesthetic,Web Development,Computer Networks|Python,Mon_Evening|Thu_Afternoon|Tue_Evening,4,2.63
S188,Student_188,Read-Write,Database Systems|Statistics|Computer Networks,Calculus,Fri_Afternoon|Fri_Evening|Mon_Evening|Mon_Morning|Sat_Afternoon|Sat_Evening|Sat_Morning|Tue_Morning,5,3.88
S189,Student_189,Visual,Machine Learning|Calculus|Web Development,Data Structures,Mon_Afternoon|Mon_Morning|Sat_Morning,7,3.05
S190,Student_190,Visual,Machine Learning,Calculus,Fri_Morning|Sat_Morning|Thu_Afternoon|Thu_Evening|Thu_Morning|Tue_Afternoon|Tue_Morning|Wed_Afternoon,3,2.26
S191,Student_191,Read-Write,Data Structures,,Fri_Evening|Sat_Evening|Sat_Morning|Wed_Afternoon|Wed_Evening,3,3.94
S192,Student_192,Kinesthetic,Java|Web Development|Python,Computer Networks|Statistics,Mon_Afternoon|Sat_Evening|Thu_Evening|Thu_Morning|Tue_Morning|Wed_Afternoon|Wed_Evening,8,2.62
S193,Student_193,Visual,Database Systems|Web Development,Data Structures,Mon_Morning|Sat_Afternoon|Thu_Evening|Thu_Morning|Tue_Afternoon|Wed_Afternoon|Wed_Evening,8,3.89
S194,Student_194,Auditory,Database Systems|Data Structures,Computer Networks,Sat_Evening|Thu_Evening|Wed_Morning,7,3.76
S195,Student_195,Kinesthetic,Computer Networks|Calculus,,Mon_Evening|Thu_Afternoon|Tue_Morning|Wed_Afternoon|Wed_Evening|Wed_Morning,5,2.57
S196,Student_196,Visual,Java|Database Systems|Computer Networks,,Thu_Afternoon|Thu_Morning|Tue_Afternoon|Tue_Morning,8,3.24
S197,Student_197,Read-Write,Statistics|Python,,Mon_Afternoon|Mon_Morning|Tue_Afternoon,3,3.94
S198,Student_198,Visual,Database Systems|Web Development,Statistics|Python,Mon_Evening|Mon_Morning|Tue_Afternoon|Wed_Afternoon,4,2.68
S199,Student_199,Read-Write,Python|Operating Systems,Data Structures,Mon_Afternoon|Tue_Afternoon|Wed_Evening,7,2.14
S200,Student_200,Visual,Web Development|Calculus,Java,Fri_Evening|Fri_Morning|Wed_Afternoon,4,3.48
S201,Student_201,Auditory,Calculus,Machine Learning,Fri_Morning|Mon_Evening|Sat_Morning|Thu_Afternoon|Thu_Evening|Thu_Morning,1,3.49
S202,Student_202,Read-Write,Java|Machine Learning|Database Systems,Python,Mon_Afternoon|Sat_Afternoon|Thu_Evening|Wed_Morning,4,3.27
S203,Student_203,Kinesthetic,Data Structures|Web Development,Calculus,Mon_Afternoon|Mon_Morning|Sat_Morning|Thu_Evening,3,2.74
S204,Student_204,Kinesthetic,Calculus,,Mon_Afternoon|Sat_Afternoon|Thu_Afternoon,6,3.29
S205,Student_205,Read-Write,Java|Machine Learning|Web Development,Calculus,Fri_Evening|Mon_Morning|Sat_Evening|Sat_Morning|Thu_Evening|Tue_Evening|Wed_Morning,3,2.5
S206,Student_206,Kinesthetic,Python,Java|Database Systems,Sat_Afternoon|Thu_Afternoon|Thu_Evening|Tue_Evening,8,2.55
S207,Student_207,Read-Write,Java|Web Development|Machine Learning,Calculus|Operating Systems,Fri_Evening|Fri_Morning|Mon_Morning|Sat_Evening|Thu_Evening,7,3.47
S208,Student_208,Read-Write,Statistics,Calculus,Fri_Evening|Fri_Morning|Mon_Evening|Sat_Evening|Thu_Afternoon|Wed_Afternoon|Wed_Evening|Wed_Morning,5,2.65
S209,Student_209,Visual,Operating Systems|Machine Learning|Java,Python|Data Structures,Mon_Afternoon|Sat_Afternoon|Tue_Evening|Wed_Morning,8,2.38
S210,Student_210,Read-Write,Statistics,Computer Networks|Python,Mon_Evening|Thu_Evening|Wed_Afternoon,1,3.86
S211,Student_211,Kinesthetic,Python,,Fri_Afternoon|Fri_Morning|Mon_Afternoon|Mon_Morning|Sat_Afternoon|Sat_Morning|Thu_Evening|Tue_Evening,5,3.06
S212,Student_212,Visual,Machine Learning|Database Systems|Statistics,,Fri_Morning|Wed_Afternoon|Wed_Morning,4,3.05
S213,Student_213,Visual,Statistics,Web Development|Computer Networks,Fri_Afternoon|Fri_Evening|Fri_Morning|Mon_Afternoon|Mon_Evening|Sat_Afternoon|Thu_Evening|Wed_Evening,7,3.01
S214,Student_214,Read-Write,Web Development|Java|Python,Calculus,Fri_Afternoon|Sat_Evening|Thu_Afternoon|Thu_Morning|Tue_Morning,4,2.75
S215,Student_215,Visual,Database Systems|Operating Systems|Python,Calculus,Fri_Morning|Mon_Afternoon|Mon_Evening|Mon_Morning|Sat_Morning|Thu_Morning|Tue_Afternoon|Wed_Evening,4,2.43
S216,Student_216,Visual,Data Structures|Database Systems,Calculus|Machine Learning,Sat_Afternoon|Sat_Morning|Thu_Evening|Thu_Morning|Tue_Afternoon|Tue_Evening,4,2.47
S217,Student_217,Visual,Machine Learning|Computer Networks,Database Systems|Python,Fri_Afternoon|Fri_Morning|Sat_Morning|Thu_Afternoon|Thu_Evening|Thu_Morning|Tue_Evening|Wed_Afternoon,2,3.19
S218,Student_218,Visual,Data Structures|Computer Networks,,Fri_Afternoon|Fri_Evening|Sat_Afternoon|Sat_Morning|Thu_Evening,2,3.74
S219,Student_219,Kinesthetic,Statistics,,Mon_Afternoon|Sat_Afternoon|Thu_Morning,6,3.08
S220,Student_220,Visual,Operating Systems,Calculus|Web Development,Fri_Afternoon|Fri_Evening|Fri_Morning|Mon_Evening|Sat_Morning|Tue_Afternoon|Tue_Morning|Wed_Morning,3,2.67
S221,Student_221,Visual,Statistics|Data Structures,Python|Calculus,Fri_Afternoon|Fri_Morning|Mon_Evening|Sat_Afternoon|Tue_Afternoon|Wed_Afternoon,4,2.98
S222,Student_222,Visual,Statistics|Calculus|Java,,Fri_Afternoon|Mon_Afternoon|Mon_Evening|Sat_Afternoon|Thu_Afternoon,7,2.85
S223,Student_223,Read-Write,Calculus|Operating Systems,Data Structures,Fri_Evening|Thu_Evening|Tue_Afternoon|Wed_Afternoon,1,3.85
S224,Student_224,Visual,Calculus,Computer Networks|Web Development,Mon_Afternoon|Tue_Afternoon|Wed_Afternoon,5,2.03
S225,Student_225,Read-Write,Machine Learning|Database Systems|Python,Data Structures,Sat_Afternoon|Sat_Evening|Wed_Evening|Wed_Morning,5,3.1
S226,Student_226,Visual,Web Development|Data Structures|Computer Networks,Java|Python,Fri_Morning|Mon_Afternoon|Thu_Morning|Tue_Evening|Tue_Morning,5,2.11
S227,Student_227,Read-Write,Data Structures|Machine Learning|Computer Networks,Database Systems|Java,Fri_Morning|Mon_Morning|Thu_Morning,4,3.96
S228,Student_228,Auditory,Machine Learning|Operating Systems|Python,Computer Networks|Data Structures,Fri_Evening|Mon_Morning|Sat_Afternoon|Sat_Morning,4,3.84
S229,Student_229,Visual,Operating Systems|Python,Web Development,Sat_Evening|Thu_Evening|Thu_Morning|Tue_Morning|Wed_Evening,5,3.62
S230,Student_230,Auditory,Database Systems|Computer Networks|Data Structures,Calculus|Web Development,Fri_Morning|Mon_Evening|Thu_Evening|Tue_Afternoon|Wed_Morning,4,2.83
S231,Student_231,Auditory,Web Development|Computer Networks|Database Systems,Calculus|Operating Systems,Sat_Evening|Sat_Morning|Tue_Afternoon|Wed_Morning,3,2.86
S232,Student_232,Read-Write,Statistics,,Sat_Evening|Tue_Evening|Tue_Morning,6,3.68
S233,Student_233,Kinesthetic,Data Structures,Python,Fri_Evening|Fri_Morning|Tue_Afternoon|Tue_Morning|Wed_Evening,2,2.26
S234,Student_234,Auditory,Statistics,Database Systems|Calculus,Mon_Evening|Mon_Morning|Sat_Afternoon|Thu_Evening,8,2.27
S235,Student_235,Kinesthetic,Python|Operating Systems|Web Development,Database Systems,Mon_Morning|Tue_Evening|Wed_Afternoon|Wed_Morning,7,3.53
S236,Student_236,Auditory,Database Systems,Calculus,Fri_Afternoon|Fri_Evening|Mon_Evening|Tue_Evening,8,3.38
S237,Student_237,Kinesthetic,Calculus|Computer Networks,Data Structures,Fri_Morning|Mon_Afternoon|Mon_Morning|Sat_Afternoon|Sat_Morning|Thu_Afternoon|Wed_Afternoon|Wed_Evening,4,3.04
S238,Student_238,Auditory,Data Structures|Java,Machine Learning,Fri_Afternoon|Fri_Evening|Fri_Morning|Sat_Afternoon|Thu_Morning,5,2.92
S239,Student_239,Kinesthetic,Database Systems|Data Structures,Calculus|Operating Systems,Sat_Afternoon|Tue_Evening|Tue_Morning,3,2.79
S240,Student_240,Kinesthetic,Python|Data Structures,,Fri_Evening|Mon_Evening|Thu_Afternoon|Thu_Evening|Tue_Afternoon|Tue_Evening|Wed_Morning,3,3.44
S241,Student_241,Kinesthetic,Machine Learning,,Fri_Morning|Mon_Evening|Sat_Afternoon|Sat_Evening|Sat_Morning|Thu_Evening|Thu_Morning|Wed_Evening,7,3.1
S242,Student_242,Auditory,Web Development,Calculus,Fri_Afternoon|Mon_Afternoon|Tue_Afternoon|Tue_Evening,5,3.46
S243,Student_243,Auditory,Database Systems|Web Development,,Mon_Morning|Sat_Evening|Wed_Afternoon|Wed_Evening,8,3.71
S244,Student_244,Kinesthetic,Data Structures|Python|Calculus,,Fri_Afternoon|Fri_Evening|Mon_Evening|Mon_Morning|Sat_Afternoon|Thu_Morning,4,3.76
S245,Student_245,Visual,Statistics|Java,,Mon_Afternoon|Mon_Morning|Thu_Evening|Tue_Afternoon,3,3.71
S246,Student_246,Visual,Statistics|Database Systems|Operating Systems,,Fri_Afternoon|Sat_Afternoon|Tue_Evening,5,3.22
S247,Student_247,Read-Write,Statistics|Java|Web Development,Computer Networks,Mon_Evening|Thu_Afternoon|Thu_Morning,6,3.8
S248,Student_248,Kinesthetic,Computer Networks,Machine Learning|Database Systems,Sat_Afternoon|Thu_Afternoon|Tue_Morning|Wed_Evening,7,3.05
S249,Student_249,Visual,Calculus|Data Structures|Machine Learning,Java|Statistics,Fri_Afternoon|Sat_Evening|Thu_Afternoon|Thu_Morning|Tue_Afternoon|Wed_Evening,6,3.85
S250,Student_250,Auditory,Statistics|Python|Java,Computer Networks,Fri_Evening|Mon_Afternoon|Mon_Morning|Sat_Evening|Thu_Morning|Wed_Afternoon|Wed_Morning,2,3.47
S251,Student_251,Visual,Statistics,Computer Networks,Mon_Morning|Thu_Afternoon|Thu_Evening|Tue_Morning|Wed_Morning,5,2.51
S252,Student_252,Read-Write,Database Systems,Statistics,Sat_Afternoon|Thu_Afternoon|Tue_Morning,7,3.45
S253,Student_253,Read-Write,Data Structures|Web Development|Calculus,Statistics,Fri_Afternoon|Fri_Evening|Mon_Afternoon|Mon_Evening|Sat_Evening|Sat_Morning|Thu_Afternoon|Wed_Afternoon,8,3.78
S254,Student_254,Read-Write,Operating Systems|Python|Computer Networks,Data Structures|Database Systems,Fri_Morning|Mon_Morning|Sat_Evening|Thu_Afternoon|Thu_Morning|Tue_Evening|Wed_Morning,2,3.94
S255,Student_255,Kinesthetic,Data Structures|Operating Systems,Calculus,Thu_Afternoon|Thu_Evening|Thu_Morning|Tue_Morning,1,2.54
S256,Student_256,Read-Write,Python,,Mon_Afternoon|Mon_Evening|Sat_Evening|Thu_Morning|Tue_Evening|Wed_Morning,1,3.56
S257,Student_257,Auditory,Python,Data Structures|Java,Fri_Morning|Sat_Morning|Thu_Afternoon|Thu_Morning,6,2.29
S258,Student_258,Visual,Java,Web Development|Calculus,Fri_Evening|Fri_Morning|Mon_Morning|Sat_Afternoon|Tue_Afternoon|Tue_Morning,2,2.67
S259,Student_259,Read-Write,Machine Learning,Operating Systems|Data Structures,Fri_Afternoon|Sat_Evening|Thu_Afternoon|Tue_Afternoon|Tue_Evening|Tue_Morning|Wed_Evening|Wed_Morning,8,3.34
S260,Student_260,Visual,Web Development|Statistics,Machine Learning,Fri_Afternoon|Sat_Afternoon|Sat_Evening|Sat_Morning|Tue_Evening|Tue_Morning|Wed_Evening,6,2.54
S261,Student_261,Read-Write,Database Systems|Calculus|Web Development,,Fri_Evening|Mon_Afternoon|Mon_Evening|Mon_Morning|Sat_Evening|Thu_Afternoon|Wed_Afternoon,1,2.21
S262,Student_262,Auditory,Machine Learning,Python,Fri_Afternoon|Fri_Evening|Sat_Afternoon|Thu_Afternoon|Thu_Evening|Thu_Morning|Tue_Evening|Tue_Morning,2,3.95
S263,Student_263,Kinesthetic,Statistics|Web Development,,Fri_Evening|Sat_Evening|Thu_Morning,8,2.46
S264,Student_264,Kinesthetic,Web Development,Operating Systems|Computer Networks,Fri_Evening|Sat_Evening|Thu_Afternoon|Wed_Afternoon,1,2.13
S265,Student_265,Auditory,Operating Systems,Java,Fri_Afternoon|Thu_Evening|Tue_Afternoon|Tue_Morning|Wed_Morning,2,2.65
S266,Student_266,Kinesthetic,Machine Learning|Database Systems|Python,Computer Networks,Sat_Morning|Tue_Evening|Wed_Afternoon|Wed_Morning,2,2.68
S267,Student_267,Auditory,Statistics|Computer Networks|Java,Python|Web Development,Mon_Evening|Sat_Morning|Thu_Morning|Tue_Morning,8,2.65
S268,Student_268,Read-Write,Python,,Fri_Morning|Mon_Evening|Thu_Afternoon|Tue_Evening|Tue_Morning|Wed_Afternoon,1,2.18
S269,Student_269,Auditory,Statistics,Data Structures|Web Development,Fri_Evening|Fri_Morning|Sat_Afternoon|Sat_Evening|Thu_Morning|Wed_Afternoon,4,2.41
S270,Student_270,Visual,Database Systems|Statistics,Computer Networks,Fri_Afternoon|Fri_Morning|Mon_Evening|Mon_Morning|Sat_Afternoon|Sat_Evening|Tue_Afternoon,6,3.8
S271,Student_271,Visual,Data Structures,Statistics|Computer Networks,Fri_Afternoon|Mon_Morning|Thu_Evening|Thu_Morning|Wed_Afternoon,7,3.25
S272,Student_272,Auditory,Computer Networks|Statistics|Java,Database Systems,Fri_Morning|Sat_Evening|Sat_Morning|Tue_Afternoon|Tue_Evening|Tue_Morning|Wed_Evening|Wed_Morning,3,2.58
S273,Student_273,Visual,Web Development|Statistics|Data Structures,,Fri_Afternoon|Mon_Afternoon|Sat_Morning|Tue_Afternoon,3,3.28
S274,Student_274,Kinesthetic,Python|Computer Networks,Web Development|Calculus,Fri_Evening|Fri_Morning|Mon_Evening|Thu_Evening|Thu_Morning|Tue_Morning|Wed_Morning,1,3.16
S275,Student_275,Read-Write,Calculus|Java|Database Systems,Computer Networks,Mon_Afternoon|Sat_Morning|Thu_Evening,2,3.16
S276,Student_276,Visual,Machine Learning|Web Development|Database Systems,Python,Fri_Evening|Fri_Morning|Mon_Evening|Sat_Morning|Thu_Afternoon|Thu_Evening|Wed_Afternoon,2,3.37
S277,Student_277,Visual,Statistics|Database Systems|Data Structures,Computer Networks,Fri_Evening|Sat_Afternoon|Sat_Morning|Thu_Evening|Thu_Morning|Tue_Evening,7,2.71
S278,Student_278,Read-Write,Database Systems|Web Development,,Fri_Evening|Mon_Afternoon|Mon_Evening|Mon_Morning|Sat_Morning|Thu_Afternoon|Thu_Morning|Wed_Evening,5,3.62
S279,Student_279,Auditory,Data Structures|Database Systems|Python,,Fri_Morning|Mon_Evening|Sat_Afternoon|Sat_Evening|Thu_Morning|Tue_Afternoon|Wed_Evening,5,2.03
S280,Student_280,Auditory,Statistics,,Fri_Evening|Fri_Morning|Sat_Afternoon|Thu_Evening|Tue_Afternoon|Tue_Evening|Tue_Morning|Wed_Afternoon,3,3.6
S281,Student_281,Auditory,Operating Systems,,Fri_Afternoon|Fri_Morning|Sat_Morning|Thu_Afternoon|Tue_Afternoon|Tue_Morning|Wed_Morning,8,3.45
S282,Student_282,Read-Write,Calculus,Computer Networks|Data Structures,Fri_Evening|Mon_Afternoon|Tue_Evening,7,2.95
S283,Student_283,Kinesthetic,Java|Calculus,Python,Fri_Afternoon|Mon_Morning|Sat_Afternoon|Sat_Evening|Tue_Afternoon,8,2.76
S284,Student_284,Read-Write,Java|Data Structures,,Fri_Morning|Mon_Afternoon|Sat_Evening|Thu_Afternoon|Tue_Afternoon|Wed_Evening,5,3.31
S285,Student_285,Read-Write,Python|Calculus,Database Systems|Operating Systems,Fri_Afternoon|Mon_Afternoon|Mon_Morning|Sat_Afternoon|Sat_Morning|Thu_Afternoon|Tue_Evening|Wed_Morning,2,3.05
S286,Student_286,Auditory,Python|Operating Systems|Calculus,Web Development|Statistics,Mon_Afternoon|Mon_Evening|Mon_Morning,4,3.9
S287,Student_287,Auditory,Machine Learning|Statistics|Java,Web Development|Database Systems,Thu_Morning|Tue_Evening|Wed_Evening,8,3.32
S288,Student_288,Read-Write,Python,Computer Networks,Fri_Morning|Mon_Evening|Mon_Morning|Tue_Evening|Wed_Evening,7,2.78
S289,Student_289,Kinesthetic,Database Systems,Web Development,Fri_Morning|Sat_Morning|Wed_Morning,3,3.29
S290,Student_290,Visual,Web Development,Python|Database Systems,Fri_Evening|Mon_Afternoon|Sat_Morning|Thu_Morning|Tue_Morning|Wed_Evening,5,3.55
S291,Student_291,Visual,Python,,Fri_Morning|Tue_Afternoon|Wed_Evening,6,3.81
S292,Student_292,Kinesthetic,Data Structures|Java|Python,Database Systems,Fri_Morning|Mon_Afternoon|Mon_Evening|Mon_Morning|Sat_Afternoon|Thu_Evening|Wed_Afternoon|Wed_Morning,6,2.67
S293,Student_293,Read-Write,Computer Networks|Data Structures,Web Development|Calculus,Fri_Evening|Thu_Morning|Wed_Morning,3,3.11
S294,Student_294,Read-Write,Calculus|Database Systems,Java|Data Structures,Fri_Evening|Mon_Evening|Mon_Morning|Sat_Evening|Tue_Morning|Wed_Morning,1,3.44
S295,Student_295,Read-Write,Calculus|Python|Computer Networks,,Fri_Evening|Mon_Morning|Sat_Afternoon|Sat_Evening|Sat_Morning|Tue_Evening,6,3.58
S296,Student_296,Auditory,Computer Networks,,Fri_Evening|Mon_Afternoon|Mon_Morning|Sat_Afternoon|Thu_Evening|Thu_Morning|Tue_Afternoon|Tue_Morning,3,2.98
S297,Student_297,Auditory,Python,Data Structures|Calculus,Mon_Afternoon|Thu_Morning|Tue_Evening,2,2.91
S298,Student_298,Visual,Statistics,,Mon_Evening|Sat_Morning|Wed_Afternoon,4,2.85
S299,Student_299,Auditory,Computer Networks|Operating Systems|Machine Learning,Python|Statistics,Mon_Afternoon|Sat_Afternoon|Sat_Morning|Tue_Evening|Wed_Morning,2,2.55
S300,Student_300,Auditory,Web Development|Operating Systems,Calculus|Database Systems,Fri_Afternoon|Fri_Morning|Mon_Afternoon|Thu_Afternoon|Thu_Morning|Tue_Afternoon|Tue_Morning,7,3.56
S301,Student_301,Visual,Python,,Mon_Evening|Thu_Morning|Tue_Evening,7,3.39
S302,Student_302,Read-Write,Web Development|Calculus,,Fri_Afternoon|Fri_Evening|Mon_Evening|Mon_Morning|Thu_Evening|Thu_Morning|Wed_Afternoon,3,3.43
S303,Student_303,Auditory,Machine Learning|Database Systems|Operating Systems,Data Structures,Sat_Afternoon|Sat_Evening|Thu_Morning|Tue_Morning,6,3.73
S304,Student_304,Read-Write,Java|Calculus|Python,Computer Networks|Machine Learning,Tue_Afternoon|Tue_Morning|Wed_Morning,8,3.0
S305,Student_305,Read-Write,Data Structures,,Fri_Afternoon|Thu_Morning|Tue_Evening|Wed_Evening|Wed_Morning,8,2.09
S306,Student_306,Visual,Data Structures|Java|Web Development,,Fri_Evening|Mon_Evening|Sat_Afternoon|Sat_Evening|Thu_Evening|Tue_Morning,8,3.19
S307,Student_307,Visual,Computer Networks|Calculus,Python|Machine Learning,Sat_Evening|Thu_Evening|Tue_Morning|Wed_Afternoon|Wed_Morning,4,2.75
S308,Student_308,Visual,Machine Learning,Java,Fri_Evening|Mon_Evening|Sat_Afternoon|Tue_Afternoon|Tue_Evening|Wed_Morning,3,2.92
S309,Student_309,Read-Write,Operating Systems,Calculus,Mon_Afternoon|Mon_Evening|Sat_Evening|Wed_Evening,2,3.7
S310,Student_310,Read-Write,Computer Networks|Web Development,Database Systems,Mon_Afternoon|Sat_Evening|Sat_Morning|Tue_Evening|Wed_Afternoon|Wed_Evening|Wed_Morning,4,3.18
